vessel_id,vessel_type,month,speed_knots,course_change_deg,distance_to_route_nm,draught_m,wind_speed_knots,visibility_nm,traffic_density,signal_gap_minutes,anomaly
V00312,cargo,11,12.02,5.01,5.96,7.47,8.78,4.76,0.7039,0.62,0
V00313,cargo,12,6.76,2.5,9.21,8.75,10.97,12.21,0.4041,5.54,0
V00314,passenger,4,6.98,5.44,8.89,6.42,2.12,7.11,0.4345,3.04,0
V00315,cargo,10,13.78,15.95,5.45,7.39,6.96,5.95,0.7504,3.33,0
V00316,container,3,13.42,10.94,7.21,8.05,6.22,12.9,0.5055,0.57,0
V00317,cargo,2,10.33,2.18,17.4,3.0,5.69,10.0,0.8801,0.44,0
V00318,cargo,10,10.65,12.2,3.18,10.55,16.85,7.59,0.6048,3.51,0
V00319,cargo,4,13.38,0.58,41.87,8.39,1.04,9.13,0.3302,17.85,0
V00320,tanker,4,10.68,10.62,12.37,7.35,20.18,6.19,0.5066,1.73,0
V00321,cargo,11,12.43,5.22,4.34,3.36,5.95,4.62,0.9027,1.72,0
V00322,tanker,8,12.45,2.41,34.64,7.77,11.17,5.69,0.1684,2.14,0
V00323,cargo,12,9.65,1.51,13.89,7.39,5.74,12.92,0.9346,2.76,0
V00324,cargo,12,6.28,5.57,11.0,6.53,9.37,10.91,0.7374,10.07,0
V00325,cargo,11,13.54,6.12,7.84,4.41,9.52,10.45,0.4169,2.1,0
V00326,cargo,11,11.51,6.27,8.42,9.68,4.0,5.84,0.596,2.65,0
V00327,cargo,2,9.97,3.18,5.02,9.06,1.42,8.79,0.6909,4.11,0
V00328,container,3,13.8,6.74,6.57,7.84,2.9,10.65,0.5901,2.73,0
V00329,container,7,10.56,12.54,10.69,7.02,13.81,2.71,0.4302,1.31,0
V00330,cargo,6,11.99,1.33,7.41,11.46,10.73,4.73,0.9064,4.99,0
V00331,cargo,6,14.04,11.26,6.05,7.43,8.0,4.71,0.6365,3.32,0
V00332,container,9,14.18,5.91,24.08,4.79,2.85,4.43,0.7268,0.63,0
V00333,cargo,4,13.02,1.21,17.76,6.5,17.07,10.56,0.4247,0.66,0
V00334,passenger,7,12.32,0.8,9.39,9.49,7.37,14.89,0.4142,4.66,0
V00335,cargo,8,11.82,3.63,21.93,7.44,4.3,8.5,0.6809,5.92,0
V00336,cargo,11,12.57,4.68,10.09,7.84,9.52,7.02,0.0626,3.37,0
V00337,cargo,7,7.06,3.98,6.05,3.5,24.92,6.35,0.8023,3.39,0
V00338,container,8,11.75,4.18,8.09,6.11,13.68,7.23,0.8047,15.25,0
V00339,tanker,3,6.4,6.97,6.77,11.82,2.42,9.28,0.3634,12.97,0
V00340,container,2,9.35,4.91,3.11,5.18,6.69,6.14,0.5567,0.32,0
V00341,passenger,9,8.15,11.81,16.97,3.43,5.0,7.23,0.2881,7.04,0
V00342,cargo,12,7.13,4.44,5.42,6.66,4.88,6.24,0.7638,2.72,0
V00343,container,7,13.08,4.83,22.66,5.14,9.44,5.71,0.2446,0.63,0
V00344,cargo,1,12.16,5.9,7.97,6.29,5.97,3.96,0.8479,1.37,0
V00345,container,6,13.08,1.01,1.81,7.99,15.73,6.91,0.1533,16.05,0
V00346,container,5,11.15,9.64,11.53,5.9,5.6,14.4,0.6143,9.56,0
V00347,cargo,5,12.08,5.03,5.49,8.32,4.52,13.75,0.1221,2.44,0
V00348,passenger,1,5.68,12.0,9.56,2.82,14.4,4.54,0.4888,1.44,0
V00349,cargo,9,13.54,5.04,48.53,3.52,5.6,10.54,0.7648,10.6,0
V00350,cargo,10,15.55,1.23,22.31,5.55,2.59,3.05,0.6913,0.25,0
V00351,tanker,6,10.19,5.15,2.8,4.0,14.16,12.84,0.5193,4.2,0
V00352,tanker,7,16.07,7.09,30.4,7.99,0.64,9.3,0.841,2.8,0
V00353,passenger,8,2.14,12.8,12.33,7.58,10.87,13.8,0.2511,0.55,0
V00354,container,6,8.38,11.88,42.92,8.48,16.45,5.84,0.7268,1.33,1
V00355,tanker,5,9.51,4.06,8.67,6.8,11.34,12.31,0.2587,2.38,0
V00356,cargo,11,14.33,3.38,16.06,6.21,10.65,5.99,0.6074,6.8,0
V00357,container,12,14.49,0.39,21.76,9.18,9.02,9.63,0.482,1.78,0
V00358,container,7,10.97,8.04,7.38,7.64,5.56,2.16,0.6201,0.02,0
V00359,container,8,13.27,6.7,140.92,7.01,6.45,8.63,0.7176,3.44,1
V00360,cargo,6,9.0,2.9,12.3,11.01,16.68,7.58,0.4824,5.29,0
V00361,container,8,12.34,6.76,19.58,5.48,5.63,6.19,0.2502,1.18,0
V00362,passenger,12,9.46,2.4,7.1,10.31,5.96,4.96,0.3457,2.92,0
V00363,passenger,6,12.66,8.05,21.23,6.91,12.9,10.08,0.5255,27.55,1
V00364,cargo,12,13.55,11.05,14.76,6.48,2.12,2.33,0.4625,8.96,1
V00365,cargo,8,11.98,2.1,9.89,4.9,18.88,10.9,0.5022,4.64,0
V00366,cargo,8,16.84,9.19,2.62,8.68,13.49,10.64,0.6917,2.34,0
V00367,container,5,12.77,1.1,6.51,9.32,6.03,11.4,0.3057,3.94,0
V00368,container,7,9.21,4.65,7.06,2.93,10.71,8.82,0.3476,4.43,0
V00369,passenger,1,12.78,6.46,4.89,7.82,16.69,7.24,0.4023,0.61,0
V00370,container,9,12.7,8.84,9.95,5.95,9.19,5.87,0.2771,7.94,0
V00371,cargo,10,12.32,3.05,8.64,8.18,12.5,3.56,0.523,1.45,0
V00372,container,8,2.84,9.72,6.84,7.54,15.65,10.8,0.3662,1.16,0
V00373,container,7,12.73,10.67,16.42,6.49,2.03,7.78,0.804,0.78,0
V00374,passenger,8,9.7,10.36,3.86,8.55,9.32,8.96,0.4758,0.07,0
V00375,container,8,7.67,3.07,4.79,4.49,3.12,6.57,0.3449,11.18,0
V00376,tanker,1,12.91,2.96,19.72,5.86,18.11,13.0,0.5516,0.07,0
V00377,cargo,2,7.61,1.29,8.86,7.74,8.34,7.83,0.6441,3.8,0
V00378,passenger,2,10.71,1.06,21.18,8.36,9.06,9.52,0.0676,6.05,0
V00379,tanker,6,9.89,2.95,2.34,8.9,4.99,8.4,0.3307,4.35,0
V00380,cargo,2,9.77,4.28,9.78,7.97,4.99,13.67,0.7924,2.81,0
V00381,container,3,7.85,7.72,7.67,8.72,12.9,7.42,0.1062,1.97,0
V00382,container,2,9.15,2.71,8.51,7.08,4.94,2.48,0.5603,2.05,0
V00383,cargo,4,10.3,9.59,21.47,9.85,7.15,6.29,0.7335,2.87,0
V00384,container,5,9.39,6.53,13.61,4.79,6.39,9.44,0.9186,20.43,0
V00385,tanker,2,10.06,6.47,6.44,4.91,9.58,5.95,0.4014,7.77,0
V00386,cargo,7,8.27,8.32,3.99,6.35,8.23,10.85,0.3899,3.84,0
V00387,tanker,2,13.69,0.58,7.84,5.42,4.86,9.27,0.8168,1.45,0
V00388,passenger,1,5.52,2.8,5.4,7.47,2.43,6.82,0.3637,3.38,0
V00389,tanker,3,12.84,1.85,8.86,7.33,5.12,3.93,0.5675,6.25,0
V00390,container,7,14.06,4.19,5.23,1.73,13.98,10.15,0.6049,10.25,0
V00391,passenger,2,16.43,1.63,4.26,8.13,4.91,14.34,0.1545,5.2,0
V00392,tanker,11,11.48,1.75,2.51,8.43,23.17,5.36,0.262,11.44,0
V00393,cargo,1,12.25,7.66,23.88,6.07,2.75,5.75,0.4568,1.18,0
V00394,cargo,5,9.91,3.83,23.61,9.63,8.58,8.37,0.7503,0.1,0
V00395,container,10,10.27,1.0,18.6,7.5,8.05,10.34,0.3887,1.4,0
V00396,container,9,12.86,2.87,5.51,5.2,4.51,9.57,0.5154,0.98,0
V00397,tanker,4,11.67,0.49,2.77,8.75,15.16,8.1,0.4911,2.04,0
V00398,cargo,4,9.39,2.01,21.62,6.63,4.89,11.88,0.501,1.45,0
V00399,container,7,13.75,15.01,5.44,8.64,6.06,7.36,0.4205,5.51,0
V00400,cargo,12,18.06,17.86,6.01,6.84,12.06,4.09,0.4009,0.19,0
V00401,cargo,4,11.34,7.99,8.3,6.52,11.24,9.72,0.7702,3.22,0
V00402,container,3,8.98,6.35,14.61,9.38,10.94,8.51,0.6115,1.72,0
V00403,tanker,5,9.62,0.47,8.17,9.33,6.34,8.75,0.8388,6.76,0
V00404,passenger,7,11.31,4.25,22.81,2.67,5.77,2.52,0.4039,0.3,0
V00405,container,3,11.09,0.97,9.5,7.51,2.93,8.38,0.5787,13.3,0
V00406,cargo,8,10.22,2.97,2.6,10.02,13.2,10.57,0.4988,3.08,0
V00407,cargo,10,7.59,2.89,7.99,6.22,10.14,12.52,0.3557,1.69,0
V00408,passenger,7,11.04,3.74,10.09,10.71,9.09,10.69,0.6464,0.15,0
V00409,cargo,7,13.96,6.3,8.78,4.53,4.33,12.22,0.6154,5.34,0
V00410,tanker,9,14.33,7.67,5.49,7.84,16.78,9.84,0.8494,0.16,0
V00411,container,7,10.67,6.09,33.18,7.47,16.55,6.48,0.8106,5.32,0
V00412,container,4,11.82,3.81,4.18,5.6,11.33,2.0,0.7075,3.56,0
V00413,container,11,5.46,2.9,4.97,5.6,17.74,8.93,0.8884,4.35,0
V00414,tanker,3,10.72,8.25,4.03,9.68,8.26,3.94,0.2495,2.76,0
V00415,tanker,5,7.52,5.97,20.58,11.04,1.44,10.65,0.3753,0.92,0
V00416,container,1,12.98,8.93,11.18,4.33,3.13,4.43,0.3806,9.16,0
V00417,passenger,9,12.45,4.36,19.2,5.26,7.81,10.71,0.6229,5.15,0
V00418,container,6,13.29,4.83,18.62,7.22,11.47,12.34,0.1114,2.19,0
V00419,tanker,8,11.48,3.73,3.61,9.6,1.09,7.14,0.1263,1.14,0
V00420,container,4,12.62,6.39,13.48,9.4,11.8,12.38,0.3973,1.21,0
V00421,cargo,11,10.71,5.78,12.07,6.87,14.1,8.05,0.5691,0.92,0
V00422,tanker,5,17.09,13.84,5.48,6.11,2.75,7.23,0.7623,3.4,1
V00423,tanker,11,17.18,1.3,8.96,6.94,13.13,8.22,0.564,9.6,0
V00424,passenger,9,12.06,5.27,2.22,4.58,7.69,9.7,0.3822,0.38,0
V00425,cargo,7,12.08,12.45,7.81,2.07,1.92,8.88,0.8595,2.39,0
V00426,container,4,10.54,3.19,9.33,6.09,13.8,11.77,0.1339,9.36,0
V00427,cargo,6,13.55,3.36,2.88,9.4,4.17,12.39,0.2059,2.44,0
V00428,cargo,9,9.71,1.01,3.08,12.14,11.41,13.02,0.5789,0.72,0
V00429,passenger,11,13.16,13.04,4.8,9.95,7.59,6.41,0.3701,7.7,0
V00430,tanker,7,12.94,9.66,4.56,4.71,5.51,11.35,0.8005,3.09,0
V00431,cargo,7,12.71,0.68,9.1,10.38,4.92,11.99,0.0668,1.05,0
V00432,cargo,1,13.31,2.56,11.58,5.29,2.45,11.52,0.7577,8.61,0
V00433,container,1,11.4,2.15,13.62,7.44,7.48,2.07,0.3907,2.22,0
V00434,container,1,7.49,13.62,6.14,7.56,18.41,6.16,0.5839,8.26,0
V00435,container,6,17.51,3.11,3.96,7.74,7.99,14.31,0.4598,5.54,0
V00436,passenger,12,12.28,6.15,2.38,5.55,5.91,7.54,0.2592,9.46,0
V00437,container,6,10.89,9.15,24.1,8.64,12.04,8.98,0.6139,3.76,0
V00438,container,4,9.71,4.72,13.51,7.8,15.2,1.5,0.4061,7.82,0
V00439,tanker,12,9.62,3.04,9.83,12.45,1.12,9.3,0.7235,13.36,0
V00440,cargo,9,7.58,3.89,29.75,7.03,7.39,9.87,0.3434,0.7,0
V00441,tanker,4,8.14,0.36,18.95,6.14,11.42,6.69,0.5982,4.34,1
V00442,passenger,11,12.57,2.22,5.53,7.18,4.24,5.97,0.3967,1.25,0
V00443,cargo,11,10.65,1.43,8.83,7.08,19.2,6.96,0.0375,0.63,0
V00444,cargo,2,12.45,7.97,10.6,13.07,10.4,11.52,0.6162,2.23,0
V00445,passenger,10,9.14,10.51,13.77,7.33,4.57,9.24,0.4388,5.7,0
V00446,tanker,3,12.64,5.1,14.62,4.88,10.25,5.47,0.3536,8.01,1
V00447,cargo,4,10.04,6.16,16.49,5.29,11.54,11.07,0.1823,2.15,0
V00448,tanker,12,2.89,4.85,26.66,8.19,14.54,8.6,0.3962,3.62,0
V00449,container,8,6.82,12.3,7.46,8.01,6.36,4.41,0.4406,0.7,0
V00450,passenger,10,11.62,6.08,16.19,7.11,8.07,8.66,0.5644,7.63,0
V00451,cargo,5,8.85,2.29,19.9,9.85,4.51,7.63,0.7978,1.97,0
V00452,container,9,15.39,6.04,16.75,10.39,6.81,7.86,0.2988,0.16,0
V00453,cargo,10,4.64,0.88,24.36,6.1,4.44,6.55,0.6737,5.92,1
V00454,passenger,2,11.16,4.46,4.62,7.95,11.98,7.78,0.2918,2.21,0
V00455,tanker,10,13.12,8.84,17.73,6.58,1.99,1.67,0.9401,7.98,0
V00456,passenger,11,8.18,7.53,3.53,10.72,15.03,8.25,0.6481,5.51,0
V00457,cargo,11,12.91,6.86,15.06,10.72,3.11,9.54,0.6548,8.71,1
V00458,container,2,7.09,1.42,4.12,6.62,18.03,1.45,0.5428,4.73,0
V00459,tanker,1,9.99,1.38,8.06,8.35,19.27,8.58,0.2207,0.59,0
V00460,tanker,11,8.67,7.68,8.42,5.44,10.5,5.99,0.144,1.72,0
V00461,cargo,4,4.82,8.28,3.39,8.44,2.89,5.48,0.8083,3.27,0
V00462,cargo,6,13.9,5.02,4.41,7.14,8.87,8.82,0.5772,1.09,0
V00463,cargo,3,14.42,2.53,11.74,9.21,8.78,15.0,0.5448,14.15,0
V00464,cargo,12,14.6,9.58,4.56,9.87,7.87,11.13,0.3846,0.65,0
V00465,tanker,3,14.7,10.81,6.26,7.02,11.35,9.25,0.6308,1.36,0
V00466,cargo,3,9.86,8.27,2.38,6.19,9.73,8.83,0.6853,3.84,1
V00467,container,8,11.85,2.43,9.41,8.65,18.09,10.03,0.9699,0.39,0
V00468,cargo,1,12.78,1.03,17.92,8.38,5.77,13.09,0.4916,2.94,0
V00469,container,4,14.77,10.93,19.25,4.98,10.27,4.93,0.7456,0.91,0
V00470,tanker,8,3.42,2.38,19.76,7.3,4.91,9.4,0.7047,2.88,0
V00471,tanker,4,13.24,2.58,13.69,6.97,14.76,9.5,0.9016,3.76,0
V00472,cargo,12,7.9,8.44,4.56,4.35,24.74,6.42,0.5245,2.49,0
V00473,passenger,3,17.29,5.37,8.59,6.51,13.97,8.34,0.1553,5.2,0
V00474,container,4,8.8,13.38,4.21,8.21,8.81,8.38,0.3241,0.26,0
V00475,container,4,7.46,7.94,7.0,4.52,1.8,12.18,0.7811,0.84,0
V00476,container,1,12.88,1.69,23.42,5.78,9.35,13.85,0.8143,5.63,0
V00477,container,3,15.51,10.99,2.08,6.9,8.29,9.0,0.4764,6.19,1
V00478,cargo,5,8.65,6.67,4.87,3.93,1.83,7.07,0.2803,15.68,0
V00479,container,6,7.94,2.56,28.27,9.7,14.62,11.76,0.3545,4.22,0
V00480,tanker,9,12.44,8.9,8.87,12.19,3.45,10.53,0.488,5.47,0
V00481,cargo,4,12.55,5.99,17.54,3.4,11.54,7.64,0.8336,0.1,0
V00482,passenger,9,8.9,7.34,6.8,7.29,6.37,7.44,0.5175,1.47,0
V00483,cargo,1,13.24,7.81,7.08,8.13,6.53,9.67,0.666,0.66,0
V00484,container,5,14.77,1.0,17.56,7.89,1.92,4.57,0.0793,1.03,0
V00485,container,5,7.82,2.67,19.75,5.81,7.45,11.86,0.52,4.36,0
V00486,tanker,9,5.19,6.52,12.0,7.93,6.52,9.23,0.9771,0.52,0
V00487,cargo,1,4.73,2.35,6.78,5.91,4.53,3.7,0.6701,1.73,0
V00488,cargo,2,10.08,9.58,4.84,8.58,1.12,8.34,0.2957,6.56,0
V00489,tanker,1,12.55,2.64,9.61,6.78,5.44,6.69,0.6276,1.74,0
V00490,cargo,5,17.21,0.71,2.22,7.29,4.73,10.31,0.5744,1.22,1
V00491,container,8,10.32,4.02,9.6,8.12,9.53,15.0,0.6037,3.52,0
V00492,cargo,9,14.59,0.83,1.51,10.46,9.57,12.38,0.9645,1.85,0
V00493,cargo,5,14.96,8.21,7.6,7.88,13.3,2.6,0.6227,7.42,0
V00494,passenger,4,8.16,6.03,3.84,9.13,9.01,8.24,0.5661,3.31,0
V00495,container,4,13.15,6.79,40.0,9.91,3.04,5.08,0.7673,0.96,0
V00496,cargo,12,6.06,9.54,7.34,9.3,13.4,6.72,0.3382,2.99,0
V00497,cargo,9,16.41,0.72,10.44,9.38,9.8,7.1,0.4168,2.52,0
V00498,container,1,11.65,11.79,9.43,6.64,11.04,15.0,0.8557,2.6,0
V00499,container,11,15.49,0.74,10.62,8.44,4.57,7.16,0.4836,4.29,0
V00500,cargo,4,13.26,3.09,11.35,12.78,5.4,5.01,0.2459,3.74,0
V00501,tanker,12,13.81,3.6,2.98,8.47,3.1,7.18,0.7456,5.24,0
V00502,container,7,9.52,3.88,7.7,6.65,11.87,6.77,0.8949,6.07,1
V00503,container,4,12.21,2.8,4.82,5.47,1.29,11.62,0.4921,6.17,0
V00504,container,9,9.02,6.64,20.86,9.96,8.64,7.29,0.2106,2.89,0
V00505,cargo,3,9.03,3.77,20.28,6.46,11.28,4.53,0.8704,0.95,0
V00506,passenger,8,15.3,4.45,12.83,8.58,16.8,3.37,0.9765,3.42,0
V00507,tanker,5,9.59,5.24,11.63,13.26,6.23,9.97,0.6478,4.37,0
V00508,cargo,6,14.07,1.53,12.1,5.32,2.16,15.0,0.9322,18.81,0
V00509,cargo,9,10.72,4.53,11.95,4.78,14.47,6.37,0.2009,0.21,0
V00510,cargo,1,8.86,8.97,14.74,9.55,9.7,7.13,0.3345,1.62,0
V00511,container,11,15.23,6.67,2.58,6.44,1.02,4.93,0.6043,6.5,0
V00512,cargo,4,6.2,3.02,7.27,7.29,12.39,7.73,0.2495,3.42,0
V00513,cargo,11,13.66,4.87,8.57,9.41,1.37,8.45,0.3583,2.67,0
V00514,tanker,12,13.63,1.25,8.95,8.49,1.76,14.22,0.8443,28.51,0
V00515,passenger,12,15.06,3.53,11.17,4.18,4.12,9.87,0.898,1.01,0
V00516,passenger,2,14.21,8.28,13.38,13.83,9.04,9.06,0.2751,0.69,0
V00517,cargo,3,18.52,6.77,30.6,6.91,7.2,8.17,0.51,14.15,0
V00518,cargo,11,15.13,9.24,21.85,12.02,12.27,4.97,0.9139,4.24,0
V00519,passenger,1,14.46,0.53,6.56,10.07,22.84,12.91,0.2887,0.47,0
V00520,container,6,10.78,3.39,7.38,5.38,4.47,9.64,0.8317,4.82,0
V00521,passenger,8,12.08,5.55,8.75,7.13,5.63,5.51,0.4356,10.67,0
V00522,container,8,12.75,2.43,1.87,6.01,7.99,9.43,0.4762,8.68,0
V00523,cargo,4,11.16,8.66,3.82,5.92,4.06,6.17,0.7274,5.63,0
V00524,container,8,11.29,0.66,15.0,5.16,12.74,8.34,0.1909,0.68,0
V00525,container,10,10.89,7.71,10.11,9.04,3.89,7.16,0.7926,7.59,0
V00526,container,8,11.21,0.22,5.52,6.0,28.2,13.62,0.2932,18.24,0
V00527,tanker,11,13.73,11.95,5.37,5.88,9.88,6.03,0.7723,4.57,1
V00528,cargo,11,12.33,3.99,10.11,8.01,3.18,9.23,0.4184,7.46,0
V00529,cargo,12,14.07,8.86,7.76,8.06,7.03,4.74,0.1891,4.77,0
V00530,cargo,5,8.9,0.06,3.32,4.93,15.7,7.73,0.3995,1.97,0
V00531,cargo,10,9.54,15.34,7.96,8.48,8.93,7.77,0.5365,2.9,0
V00532,tanker,4,0.99,11.47,6.2,7.02,6.92,6.85,0.5085,6.2,0
V00533,container,12,6.88,0.06,24.54,9.85,7.3,10.31,0.5773,8.91,0
V00534,container,12,7.47,2.03,4.61,8.6,6.3,6.34,0.5284,1.75,0
V00535,cargo,6,16.11,14.12,10.79,7.03,6.55,9.92,0.9177,0.1,0
V00536,cargo,11,9.55,10.45,33.9,8.31,2.9,14.06,0.2988,1.77,0
V00537,cargo,7,13.18,0.44,8.54,7.53,22.94,6.49,0.3412,27.43,0
V00538,passenger,7,9.11,8.13,10.4,7.0,12.37,9.23,0.417,4.73,0
V00539,cargo,12,13.43,2.78,7.76,6.98,8.36,15.0,0.892,0.12,0
V00540,passenger,10,7.36,9.4,14.71,7.93,12.95,8.53,0.4493,15.04,0
V00541,container,2,14.99,1.7,13.32,10.19,15.83,11.22,0.737,3.17,0
V00542,container,12,4.09,9.63,1.61,5.67,11.71,8.77,0.5723,1.96,0
V00543,cargo,9,4.94,0.56,4.54,9.81,0.67,6.44,0.2788,3.41,0
V00544,container,10,5.64,0.09,4.09,6.54,10.29,10.58,0.8813,0.85,0
V00545,tanker,4,14.44,5.97,9.54,7.17,8.26,13.99,0.3532,9.43,0
V00546,tanker,7,10.24,8.13,10.48,8.89,7.75,7.35,0.4714,0.48,0
V00547,container,2,13.54,1.64,14.65,10.95,5.25,7.97,0.5787,3.11,0
V00548,cargo,7,8.19,0.78,3.87,5.35,16.28,9.59,0.7554,1.32,0
V00549,container,12,8.67,7.75,11.41,8.86,10.84,4.63,0.6852,3.83,0
V00550,tanker,5,12.54,2.62,10.72,9.29,9.6,15.0,0.3798,0.1,0
V00551,cargo,1,14.03,0.99,5.71,6.08,13.73,12.31,0.4964,1.11,0
V00552,passenger,4,11.63,4.48,6.35,11.49,7.45,9.53,0.3651,0.83,0
V00553,tanker,6,16.68,1.94,4.64,6.56,10.18,10.59,0.7469,3.57,0
V00554,cargo,9,18.72,9.17,2.78,2.97,7.78,9.49,0.3813,1.54,0
V00555,passenger,4,14.04,10.62,6.84,5.27,7.71,6.92,0.3061,0.44,0
V00556,container,12,12.63,9.76,9.57,8.98,3.23,4.18,0.6422,1.5,0
V00557,cargo,7,3.03,6.2,14.96,7.28,10.18,8.94,0.663,1.83,1
V00558,tanker,10,11.94,12.72,8.56,5.57,8.49,6.58,0.5781,1.06,0
V00559,cargo,7,15.98,0.49,11.94,10.64,7.58,7.84,0.4903,0.87,0
V00560,cargo,7,13.29,3.19,6.19,8.31,4.33,8.78,0.4894,6.46,0
V00561,container,10,8.28,0.65,6.93,6.91,1.86,12.59,0.1307,0.43,0
V00562,cargo,5,12.67,10.38,7.86,7.68,13.08,6.33,0.2157,3.81,0
V00563,tanker,10,6.12,5.56,3.55,6.76,15.44,6.15,0.6637,3.3,0
V00564,tanker,9,9.96,4.97,9.8,9.19,7.03,8.8,0.53,16.5,0
V00565,cargo,1,8.13,15.73,5.34,8.61,13.13,11.42,0.3002,10.5,0
V00566,container,10,9.6,4.58,14.73,9.12,5.45,5.82,0.4439,4.74,0
V00567,cargo,12,12.42,3.96,10.76,10.28,17.1,11.29,0.6457,0.95,0
V00568,tanker,12,5.07,5.38,17.06,5.27,6.8,4.64,0.5678,7.2,0
V00569,cargo,12,10.5,1.04,14.31,11.53,4.54,9.56,0.8596,3.2,0
V00570,cargo,11,10.58,9.59,2.0,8.45,4.88,5.57,0.7521,10.94,0
V00571,container,3,11.04,6.4,5.56,8.84,6.73,3.58,0.112,0.83,0
V00572,cargo,2,11.13,10.95,8.52,9.75,8.81,5.95,0.7058,2.99,0
V00573,passenger,5,8.52,7.48,29.46,5.0,5.29,9.05,0.5418,2.04,0
V00574,cargo,3,9.02,15.53,3.81,10.45,10.06,6.86,0.6801,2.45,0
V00575,cargo,12,13.67,1.03,2.39,9.39,9.25,11.92,0.7057,1.27,0
V00576,container,6,10.85,1.32,15.24,6.77,4.13,7.47,0.367,2.86,0
V00577,passenger,5,7.4,7.25,3.74,5.15,8.53,13.58,0.6671,6.41,0
V00578,cargo,6,6.89,0.8,11.47,8.69,16.44,8.04,0.3426,2.01,0
V00579,container,5,13.11,1.69,4.93,3.77,7.52,8.2,0.4098,6.03,0
V00580,cargo,12,11.59,1.53,66.93,5.63,12.55,7.49,0.3435,2.8,0
V00581,container,3,13.65,6.86,17.85,6.15,5.33,3.02,0.7546,0.59,0
V00582,tanker,1,15.4,1.11,10.3,7.55,17.28,7.14,0.2945,7.63,0
V00583,passenger,11,12.22,9.71,5.71,6.49,6.09,11.47,0.6074,1.03,0
V00584,container,10,12.8,9.13,6.55,6.24,2.15,8.49,0.431,2.77,0
V00585,container,2,7.57,0.03,6.19,4.72,9.0,11.35,0.079,10.08,0
V00586,passenger,1,11.99,7.29,5.38,8.09,4.16,9.13,0.7635,0.6,0
V00587,container,3,13.82,0.96,7.1,1.2,15.61,6.97,0.7419,7.93,0
V00588,passenger,3,12.03,3.56,10.91,8.39,8.1,7.55,0.4064,5.99,0
V00589,tanker,4,7.29,7.56,4.88,6.52,3.5,6.63,0.2267,2.97,0
V00590,tanker,9,7.37,0.39,26.66,9.71,14.63,10.59,0.3115,3.62,0
V00591,container,9,10.36,0.27,15.44,5.08,2.53,7.81,0.7548,2.4,0
V00592,cargo,2,8.89,2.24,26.61,6.28,16.15,11.19,0.2561,6.32,0
V00593,container,1,14.43,4.53,13.79,8.07,27.43,4.01,0.3935,1.98,0
V00594,cargo,6,14.8,1.23,6.5,5.91,7.73,10.19,0.7307,1.85,0
V00595,cargo,3,12.77,2.88,8.62,6.06,7.76,5.47,0.9488,4.75,0
V00596,tanker,12,19.84,0.63,20.22,7.24,4.83,12.91,0.8254,1.6,0
V00597,cargo,5,9.77,6.24,15.93,7.54,12.36,13.31,0.6069,2.85,0
V00598,tanker,12,15.6,3.32,12.79,9.0,5.16,6.44,0.7347,1.04,0
V00599,cargo,2,7.3,4.96,26.38,8.98,1.09,5.29,0.4696,1.83,0
V00600,passenger,12,11.94,6.16,12.64,10.4,4.29,11.57,0.2279,5.03,0
V00601,passenger,6,9.82,0.63,24.17,8.35,19.12,5.17,0.7155,5.32,0
V00602,cargo,7,15.06,2.73,46.51,4.43,6.53,10.52,0.4909,1.45,0
V00603,container,4,10.37,5.94,20.95,2.53,3.32,3.01,0.3322,0.58,0
V00604,cargo,5,12.82,1.02,5.25,5.98,19.21,3.59,0.6869,1.64,0
V00605,tanker,9,10.15,1.41,11.97,9.36,13.2,8.1,0.6307,0.65,0
V00606,container,7,10.74,3.33,2.96,8.54,0.56,4.06,0.5984,0.95,0
V00607,passenger,8,14.56,5.27,6.05,8.32,14.03,4.7,0.3783,0.26,0
V00608,container,6,12.57,6.16,10.74,3.89,8.22,8.94,0.7887,0.11,0
V00609,passenger,3,11.09,11.75,5.09,9.12,16.75,10.44,0.3784,0.5,0
V00610,cargo,10,3.69,6.62,4.96,6.03,19.44,6.29,0.7979,1.24,0
V00611,tanker,10,9.55,4.08,5.58,8.0,7.6,8.63,0.5447,7.71,0
V00612,cargo,6,10.62,11.69,16.01,9.25,2.98,7.27,0.8205,3.71,0
V00613,container,9,13.05,13.23,7.51,6.92,16.68,8.81,0.1472,1.93,0
V00614,cargo,2,10.92,4.13,5.45,6.52,5.43,5.3,0.1529,2.22,0
V00615,cargo,6,13.27,23.03,7.98,6.51,3.89,8.83,0.3832,1.39,0
V00616,cargo,8,9.93,10.0,31.64,5.46,6.42,10.26,0.1329,0.21,0
V00617,passenger,10,16.61,12.23,12.82,6.24,7.42,5.0,0.5262,1.04,0
V00618,container,8,10.98,0.76,6.58,5.54,15.76,7.19,0.3903,4.34,0
V00619,cargo,3,8.62,2.23,2.3,8.5,4.41,12.12,0.7412,1.25,0
V00620,tanker,7,13.82,9.24,11.13,5.33,2.9,2.04,0.3939,2.67,0
V00621,cargo,4,9.7,7.88,3.6,4.84,2.93,9.93,0.7004,5.33,0
V00622,passenger,3,7.63,2.47,6.29,8.74,7.27,7.64,0.2187,3.63,0
V00623,container,10,12.35,0.55,11.2,5.15,7.73,7.92,0.8327,1.55,0
V00624,tanker,8,14.56,2.88,3.24,8.08,9.56,5.39,0.6377,22.96,0
